"id","age","height"
"312",14.5,163.6
"312",15,164.3
"312",15.5,164.5
"312",16,164.4
"312",16.5,164.3
"312",17,164.1
"312",17.5,164
"312",18,163.8
"313",8,136.2
"313",8.5,139.3
"313",9,142.3
"313",9.5,145.5
"313",10,148.7
"313",10.5,152.3
"313",11,156.6
"313",11.5,161
"313",12,164.7
"313",12.5,167.5
"313",13,169.1
"313",13.5,170.2
"313",14,171.3
"313",14.5,172.1
"313",15,172.6
"313",15.5,172.9
"313",16,173.1
"313",16.5,173.3
"313",17,173.6
"313",17.5,173.8
"313",18,174
"314",8,123
"314",8.5,126.2
"314",9,129.1
"314",9.5,131.7
"314",10,134.4
"314",10.5,138.4
"314",11,143.5
"314",11.5,148.5
"314",12,153.3
"314",12.5,156.6
"314",13,158.5
"314",13.5,159.8
"314",14,161.1
"314",14.5,162.2
"314",15,163
"314",15.5,163.2
"314",16,163.3
"314",16.5,163.4
"314",17,163.3
"314",17.5,163.1
"314",18,163
"315",8,128.1
"315",8.5,130.4
"315",9,133.2
"315",9.5,135.8
"315",10,138.2
"315",10.5,140.7
"315",11,142.7
"315",11.5,144.4
"315",12,146.2
"315",12.5,148.5
"315",13,151.3
"315",13.5,154.6
"315",14,158.3
"315",14.5,161.4
"315",15,163.5
"315",15.5,165
"315",16,166
"315",16.5,166.5
"315",17,166.7
"315",17.5,166.9
"315",18,167.1
"316",8,128.9
"316",8.5,132.4
"316",9,136.3
"316",9.5,140.4
"316",10,145.1
"316",10.5,150.2
"316",11,154.9
"316",11.5,158.6
"316",12,161.5
"316",12.5,163.9
"316",13,165.9
"316",13.5,167.2
"316",14,168.1
"316",14.5,168.6
"316",15,168.6
"316",15.5,168.2
"316",16,168.1
"316",16.5,167.9
"316",17,167.8
"316",17.5,167.9
"316",18,168.1
"317",8,127.7
"317",8.5,130.1
"317",9,133.1
"317",9.5,135.5
"317",10,137.5
"317",10.5,140
"317",11,143.1
"317",11.5,146.8
"317",12,150.7
"317",12.5,154.2
"317",13,157
"317",13.5,159
"317",14,160.5
"317",14.5,161.5
"317",15,162.1
"317",15.5,162.5
"317",16,162.7
"317",16.5,163
"317",17,163.4
"317",17.5,163.1
"317",18,163
"318",8,118.8
"318",8.5,121.1
"318",9,123.2
"318",9.5,125.4
"318",10,127.7
"318",10.5,129.9
"318",11,131.6
"318",11.5,133.5
"318",12,135.6
"318",12.5,137.6
"318",13,139.5
"318",13.5,141.8
"318",14,145
"318",14.5,148.2
"318",15,150.8
"318",15.5,152.2
"318",16,153
"318",16.5,153.6
"318",17,154.1
"318",17.5,154.4
"318",18,154.6
"319",8,130.5
"319",8.5,133
"319",9,135.8
"319",9.5,138.6
"319",10,141.4
"319",10.5,144.2
"319",11,146.6
"319",11.5,148.8
"319",12,151.4
"319",12.5,154.6
"319",13,157.8
"319",13.5,161.2
"319",14,164.5
"319",14.5,166.6
"319",15,167.8
"319",15.5,168.6
"319",16,169.2
"319",16.5,169.8
"319",17,169.8
"319",17.5,170
"319",18,170.3
"320",8,133.6
"320",8.5,136.4
"320",9,139.5
"320",9.5,142.5
"320",10,146
"320",10.5,150.2
"320",11,154.3
"320",11.5,158.6
"320",12,162.6
"320",12.5,164.7
"320",13,166
"320",13.5,167.1
"320",14,168.3
"320",14.5,168.7
"320",15,169.1
"320",15.5,169.5
"320",16,169.9
"320",16.5,170.1
"320",17,170.3
"320",17.5,170.3
"320",18,170.6
"321",8,133.2
"321",8.5,136.3
"321",9,139.4
"321",9.5,142.4
"321",10,145.4
"321",10.5,148.5
"321",11,151.2
"321",11.5,154
"321",12,157.4
"321",12.5,160.2
"321",13,162.5
"321",13.5,165.3
"321",14,168.2
"321",14.5,170.5
"321",15,172.1
"321",15.5,173.1
"321",16,174
"321",16.5,174.7
"321",17,174.8
"321",17.5,175
"321",18,175.1
"322",8,119.4
"322",8.5,121.9
"322",9,124.2
"322",9.5,126.3
"322",10,128.5
"322",10.5,131.2
"322",11,134.3
"322",11.5,137.3
"322",12,140.5
"322",12.5,143.6
"322",13,146.8
"322",13.5,149
"322",14,150.2
"322",14.5,151.4
"322",15,152.6
"322",15.5,153.4
"322",16,154.1
"322",16.5,154.9
"322",17,155.7
"322",17.5,156.2
"322",18,156.5
"323",8,129.4
"323",8.5,132.4
"323",9,135.6
"323",9.5,139.4
"323",10,143.6
"323",10.5,147.9
"323",11,151.9
"323",11.5,155
"323",12,157
"323",12.5,158
"323",13,158.9
"323",13.5,159.4
"323",14,159.7
"323",14.5,159.9
"323",15,160.2
"323",15.5,160.2
"323",16,160.3
"323",16.5,160.4
"323",17,160.4
"323",17.5,160.3
"323",18,160.3
"324",8,138.2
"324",8.5,141.2
"324",9,144.1
"324",9.5,146.8
"324",10,150.2
"324",10.5,153.9
"324",11,157.3
"324",11.5,161
"324",12,164.5
"324",12.5,166.8
"324",13,168
"324",13.5,168.7
"324",14,169.3
"324",14.5,169.6
"324",15,169.8
"324",15.5,170.1
"324",16,170.3
"324",16.5,170.5
"324",17,170.6
"324",17.5,170.8
"324",18,170.8
"325",8,118.8
"325",8.5,121.1
"325",9,123.8
"325",9.5,126.2
"325",10,128.8
"325",10.5,131.4
"325",11,134.2
"325",11.5,137.5
"325",12,141.6
"325",12.5,145.7
"325",13,149.2
"325",13.5,151.8
"325",14,153.6
"325",14.5,154.7
"325",15,155.4
"325",15.5,155.8
"325",16,156.2
"325",16.5,156.5
"325",17,156.6
"325",17.5,156.5
"325",18,156.5
"326",8,128.7
"326",8.5,131.6
"326",9,134.6
"326",9.5,137.6
"326",10,141.6
"326",10.5,146.9
"326",11,152.1
"326",11.5,156.3
"326",12,159.4
"326",12.5,161
"326",13,162
"326",13.5,162.8
"326",14,163.6
"326",14.5,164.2
"326",15,164.6
"326",15.5,164.9
"326",16,165
"326",16.5,165.1
"326",17,165.1
"326",17.5,165.1
"326",18,165.2
"327",8,130.7
"327",8.5,134
"327",9,137.2
"327",9.5,140.9
"327",10,144.2
"327",10.5,147.3
"327",11,150.2
"327",11.5,154.2
"327",12,158.4
"327",12.5,161.2
"327",13,163.9
"327",13.5,165.4
"327",14,166.8
"327",14.5,167.5
"327",15,168.2
"327",15.5,168.8
"327",16,169.5
"327",16.5,169.6
"327",17,169.6
"327",17.5,169.6
"327",18,169.8
"328",8,133.2
"328",8.5,136.6
"328",9,139.8
"328",9.5,142.7
"328",10,146
"328",10.5,150.3
"328",11,154.4
"328",11.5,158.3
"328",12,162.4
"328",12.5,165.5
"328",13,167.9
"328",13.5,169.4
"328",14,170.1
"328",14.5,170.2
"328",15,170.6
"328",15.5,171.1
"328",16,171.5
"328",16.5,171.5
"328",17,171.5
"328",17.5,171.4
"328",18,171.2
"329",8,123.6
"329",8.5,126.2
"329",9,128.8
"329",9.5,131
"329",10,133.2
"329",10.5,135.6
"329",11,137.6
"329",11.5,139.4
"329",12,141.5
"329",12.5,144
"329",13,147.1
"329",13.5,150
"329",14,152.6
"329",14.5,154.9
"329",15,156.7
"329",15.5,157.9
"329",16,158.7
"329",16.5,159.3
"329",17,159.9
"329",17.5,160.3
"329",18,160.4
"330",8,128.3
"330",8.5,131
"330",9,134.2
"330",9.5,137.8
"330",10,141.4
"330",10.5,145.4
"330",11,149.7
"330",11.5,153.9
"330",12,157
"330",12.5,159.1
"330",13,160.4
"330",13.5,161.2
"330",14,161.8
"330",14.5,162.4
"330",15,163
"330",15.5,163.1
"330",16,163.1
"330",16.5,163.3
"330",17,163.6
"330",17.5,163.7
"330",18,163.8
"331",8,130.4
"331",8.5,133.5
"331",9,136.5
"331",9.5,139.2
"331",10,141.6
"331",10.5,144.1
"331",11,146.9
"331",11.5,149.7
"331",12,153
"331",12.5,157.2
"331",13,161
"331",13.5,163.8
"331",14,165.4
"331",14.5,166.1
"331",15,166.8
"331",15.5,167.5
"331",16,168
"331",16.5,168.5
"331",17,169.1
"331",17.5,169.5
"331",18,169.6
"332",8,134.8
"332",8.5,138
"332",9,140.8
"332",9.5,143.6
"332",10,146.4
"332",10.5,149.2
"332",11,151.9
"332",11.5,155.2
"332",12,159.4
"332",12.5,163.1
"332",13,165.9
"332",13.5,167.5
"332",14,169
"332",14.5,170.1
"332",15,170.4
"332",15.5,170.3
"332",16,170.4
"332",16.5,170.9
"332",17,171.5
"332",17.5,172.1
"332",18,172.7
"333",8,127
"333",8.5,129.6
"333",9,132.1
"333",9.5,134.8
"333",10,137.8
"333",10.5,141.6
"333",11,145.8
"333",11.5,150.2
"333",12,153.8
"333",12.5,156.7
"333",13,158.8
"333",13.5,159.7
"333",14,160.5
"333",14.5,161.1
"333",15,161.5
"333",15.5,161.7
"333",16,162.1
"333",16.5,162.3
"333",17,162.4
"333",17.5,162.4
"333",18,162.4
"334",8,130
"334",8.5,134
"334",9,137
"334",9.5,139.6
"334",10,142.4
"334",10.5,145.7
"334",11,149.3
"334",11.5,153.2
"334",12,157.1
"334",12.5,160.1
"334",13,161.8
"334",13.5,162.9
"334",14,163.7
"334",14.5,164.4
"334",15,165.1
"334",15.5,165.7
"334",16,166.1
"334",16.5,166.4
"334",17,166.7
"334",17.5,166.9
"334",18,166.8
"335",8,122.6
"335",8.5,126.1
"335",9,129
"335",9.5,131.3
"335",10,133.9
"335",10.5,136.7
"335",11,140.1
"335",11.5,143.8
"335",12,147.3
"335",12.5,150.4
"335",13,153
"335",13.5,154.5
"335",14,155.6
"335",14.5,156.1
"335",15,156.4
"335",15.5,156.6
"335",16,156.8
"335",16.5,156.9
"335",17,157
"335",17.5,156.9
"335",18,157.1
"351",8,132.6
"351",8.5,136.1
"351",9,139.4
"351",9.5,142.4
"351",10,145.6
"351",10.5,148.8
"351",11,152.2
"351",11.5,155.7
"351",12,159
"351",12.5,162.1
"351",13,166
"351",13.5,170.3
"351",14,174.3
"351",14.5,177.2
"351",15,178.9
"351",15.5,179.7
"351",16,180.4
"351",16.5,180.4
"351",17,180.2
"351",17.5,180.5
"351",18,181.1
"352",8,120.4
"352",8.5,123
"352",9,125.6
"352",9.5,127.9
"352",10,130.1
"352",10.5,132.8
"352",11,135.5
"352",11.5,138.9
"352",12,142.9
"352",12.5,146.9
"352",13,150
"352",13.5,152.2
"352",14,153.6
"352",14.5,154.9
"352",15,155.9
"352",15.5,156.6
"352",16,157.1
"352",16.5,157.5
"352",17,157.7
"352",17.5,158
"352",18,158.4
"353",8,131.4
"353",8.5,134.2
"353",9,137.1
"353",9.5,139.5
"353",10,141.9
"353",10.5,145
"353",11,148.1
"353",11.5,151.8
"353",12,155.6
"353",12.5,158.3
"353",13,160.3
"353",13.5,161.8
"353",14,162.8
"353",14.5,163.5
"353",15,164
"353",15.5,164.3
"353",16,164.8
"353",16.5,165.2
"353",17,165.4
"353",17.5,165.5
"353",18,165.6
"354",8,128.6
"354",8.5,131.1
"354",9,133.6
"354",9.5,135.8
"354",10,138
"354",10.5,141.8
"354",11,145.8
"354",11.5,150.5
"354",12,155.2
"354",12.5,158.7
"354",13,161
"354",13.5,162.6
"354",14,163.9
"354",14.5,164.7
"354",15,165.5
"354",15.5,165.9
"354",16,166.3
"354",16.5,166.5
"354",17,166.6
"354",17.5,166.7
"354",18,166.7
"355",8,117
"355",8.5,119.2
"355",9,121.4
"355",9.5,124.5
"355",10,126.8
"355",10.5,129
"355",11,131.7
"355",11.5,134.4
"355",12,137
"355",12.5,140.3
"355",13,143.9
"355",13.5,147
"355",14,149.6
"355",14.5,151.8
"355",15,153.2
"355",15.5,154.3
"355",16,155.1
"355",16.5,155.6
"355",17,156
"355",17.5,156.1
"355",18,156.5
"356",8,127.2
"356",8.5,130.4
"356",9,133.6
"356",9.5,135.7
"356",10,137.8
"356",10.5,140.5
"356",11,143.5
"356",11.5,147.5
"356",12,151.7
"356",12.5,155.7
"356",13,159.2
"356",13.5,162
"356",14,163.8
"356",14.5,164.9
"356",15,165.8
"356",15.5,166.8
"356",16,167.5
"356",16.5,167.9
"356",17,168.2
"356",17.5,168.2
"356",18,168.1
"357",8,129
"357",8.5,131.6
"357",9,134.1
"357",9.5,136.3
"357",10,139
"357",10.5,141.9
"357",11,145.1
"357",11.5,148.3
"357",12,151.3
"357",12.5,154.6
"357",13,157.7
"357",13.5,160.3
"357",14,161.4
"357",14.5,162.4
"357",15,163.4
"357",15.5,164
"357",16,164.3
"357",16.5,164.7
"357",17,165.2
"357",17.5,165.3
"357",18,165.3
"358",8,133.3
"358",8.5,136.4
"358",9,139.4
"358",9.5,142.7
"358",10,146.1
"358",10.5,149.9
"358",11,154.1
"358",11.5,157.8
"358",12,160.4
"358",12.5,161.9
"358",13,162.6
"358",13.5,162.9
"358",14,163
"358",14.5,163.1
"358",15,163
"358",15.5,163.1
"358",16,163.1
"358",16.5,163.4
"358",17,163.7
"358",17.5,163.8
"358",18,163.7
"359",8,131.5
"359",8.5,134.9
"359",9,138.1
"359",9.5,140
"359",10,142.2
"359",10.5,145.2
"359",11,148.3
"359",11.5,151
"359",12,153.9
"359",12.5,156.9
"359",13,160.3
"359",13.5,163.9
"359",14,166.9
"359",14.5,169.1
"359",15,170.4
"359",15.5,171.3
"359",16,172
"359",16.5,172.7
"359",17,172.9
"359",17.5,173.1
"359",18,173.7
"360",8,127.6
"360",8.5,130.4
"360",9,133.2
"360",9.5,135.8
"360",10,138.4
"360",10.5,141.8
"360",11,145.8
"360",11.5,150.3
"360",12,154.3
"360",12.5,157
"360",13,158.7
"360",13.5,159.9
"360",14,160.9
"360",14.5,161.7
"360",15,162.4
"360",15.5,163
"360",16,163.3
"360",16.5,163.4
"360",17,163.5
"360",17.5,163.6
"360",18,163.9
"361",8,132.7
"361",8.5,135.6
"361",9,138.4
"361",9.5,141
"361",10,143.8
"361",10.5,146.9
"361",11,150.6
"361",11.5,154.4
"361",12,157.9
"361",12.5,161.1
"361",13,163.6
"361",13.5,165
"361",14,166.2
"361",14.5,167.3
"361",15,167.9
"361",15.5,168.1
"361",16,168.3
"361",16.5,168.5
"361",17,168.6
"361",17.5,168.8
"361",18,169.2
"362",8,133
"362",8.5,136.2
"362",9,139.5
"362",9.5,142.6
"362",10,145.5
"362",10.5,148.3
"362",11,151.2
"362",11.5,154.8
"362",12,159
"362",12.5,162.8
"362",13,165.4
"362",13.5,167.1
"362",14,168.4
"362",14.5,169.1
"362",15,169.5
"362",15.5,169.9
"362",16,170
"362",16.5,169.9
"362",17,170
"362",17.5,170.1
"362",18,170.1
"363",8,126.8
"363",8.5,129.8
"363",9,132.8
"363",9.5,135.3
"363",10,137.6
"363",10.5,140.3
"363",11,143.7
"363",11.5,147.3
"363",12,150.6
"363",12.5,154.1
"363",13,157.5
"363",13.5,160.1
"363",14,162.2
"363",14.5,163.5
"363",15,164.2
"363",15.5,164.6
"363",16,164.8
"363",16.5,165.1
"363",17,165.4
"363",17.5,165.7
"363",18,166
"364",8,123.6
"364",8.5,126.7
"364",9,129.8
"364",9.5,132.3
"364",10,135
"364",10.5,137.4
"364",11,139.9
"364",11.5,142.4
"364",12,145
"364",12.5,148.1
"364",13,151.8
"364",13.5,155.5
"364",14,158.3
"364",14.5,160.1
"364",15,161.3
"364",15.5,162.3
"364",16,163
"364",16.5,163.3
"364",17,163.6
"364",17.5,163.8
"364",18,164.2
"365",8,137.6
"365",8.5,141.2
"365",9,144.8
"365",9.5,148
"365",10,151.8
"365",10.5,155.3
"365",11,158.7
"365",11.5,162.2
"365",12,165.5
"365",12.5,168.3
"365",13,170.7
"365",13.5,172.3
"365",14,173.4
"365",14.5,174.5
"365",15,175.1
"365",15.5,175.2
"365",16,175.2
"365",16.5,175.4
"365",17,175.8
"365",17.5,176.1
"365",18,176
"366",8,131.9
"366",8.5,135.4
"366",9,138.9
"366",9.5,142
"366",10,145
"366",10.5,148.2
"366",11,152
"366",11.5,156.5
"366",12,160.5
"366",12.5,163.6
"366",13,165.9
"366",13.5,167.6
"366",14,168.8
"366",14.5,169.5
"366",15,169.9
"366",15.5,170.2
"366",16,170.5
"366",16.5,170.5
"366",17,170.5
"366",17.5,170.7
"366",18,170.9
"367",8,133.6
"367",8.5,137
"367",9,140.3
"367",9.5,142.8
"367",10,146
"367",10.5,149.9
"367",11,154.3
"367",11.5,158.3
"367",12,161.2
"367",12.5,163.3
"367",13,165.1
"367",13.5,166.6
"367",14,167.4
"367",14.5,167.8
"367",15,168.2
"367",15.5,168.6
"367",16,168.8
"367",16.5,168.9
"367",17,168.9
"367",17.5,169
"367",18,169.2
"368",8,136.5
"368",8.5,139.9
"368",9,143.8
"368",9.5,148.6
"368",10,153.2
"368",10.5,157.8
"368",11,162.2
"368",11.5,165.6
"368",12,167.5
"368",12.5,168.5
"368",13,169.3
"368",13.5,169.9
"368",14,170.5
"368",14.5,170.7
"368",15,170.7
"368",15.5,170.9
"368",16,171.3
"368",16.5,171.8
"368",17,172.3
"368",17.5,172.4
"368",18,172
"369",8,126.6
"369",8.5,130.1
"369",9,133.6
"369",9.5,136.3
"369",10,139.5
"369",10.5,143
"369",11,146.7
"369",11.5,150.5
"369",12,153.7
"369",12.5,156.1
"369",13,158
"369",13.5,159.7
"369",14,160.4
"369",14.5,160.8
"369",15,161.4
"369",15.5,162.1
"369",16,162.6
"369",16.5,162.6
"369",17,162.6
"369",17.5,162.8
"369",18,163
"370",8,117.8
"370",8.5,120.6
"370",9,123.5
"370",9.5,126
"370",10,128.4
"370",10.5,131.1
"370",11,134.2
"370",11.5,137.7
"370",12,141.3
"370",12.5,145
"370",13,147.7
"370",13.5,149.8
"370",14,151.5
"370",14.5,152.4
"370",15,152.9
"370",15.5,153.2
"370",16,153.6
"370",16.5,154.1
"370",17,154.4
"370",17.5,154.5
"370",18,154.5
"371",8,133.8
"371",8.5,136.9
"371",9,139.9
"371",9.5,143.6
"371",10,147
"371",10.5,151
"371",11,155.8
"371",11.5,160.7
"371",12,164.5
"371",12.5,166.9
"371",13,168.5
"371",13.5,169.4
"371",14,170.1
"371",14.5,170.8
"371",15,171.5
"371",15.5,172
"371",16,172.1
"371",16.5,172.2
"371",17,172.3
"371",17.5,172.2
"371",18,172.5
"372",8,129.1
"372",8.5,132.7
"372",9,136.1
"372",9.5,138.8
"372",10,141.4
"372",10.5,143.8
"372",11,146.3
"372",11.5,148.8
"372",12,151.3
"372",12.5,154
"372",13,157
"372",13.5,160.2
"372",14,163.3
"372",14.5,166.5
"372",15,169.7
"372",15.5,171.9
"372",16,173.2
"372",16.5,174.1
"372",17,174.9
"372",17.5,175.4
"372",18,175.6
"373",8,131.2
"373",8.5,133.6
"373",9,135.8
"373",9.5,138.8
"373",10,141.2
"373",10.5,144.1
"373",11,147.4
"373",11.5,150.4
"373",12,153.8
"373",12.5,157.8
"373",13,161.1
"373",13.5,163.5
"373",14,165.2
"373",14.5,166.1
"373",15,166.6
"373",15.5,166.8
"373",16,167.1
"373",16.5,167.2
"373",17,167.3
"373",17.5,167.3
"373",18,167.2
"374",8,126.8
"374",8.5,129.3
"374",9,131.9
"374",9.5,134.9
"374",10,137.8
"374",10.5,141.3
"374",11,145
"374",11.5,149.5
"374",12,153.8
"374",12.5,157
"374",13,158.9
"374",13.5,160.3
"374",14,161.8
"374",14.5,162.4
"374",15,162.8
"374",15.5,163.2
"374",16,163.6
"374",16.5,163.9
"374",17,164.3
"374",17.5,164.2
"374",18,164
"375",8,126.7
"375",8.5,129.9
"375",9,133.1
"375",9.5,136
"375",10,138.8
"375",10.5,142.9
"375",11,146.8
"375",11.5,150.7
"375",12,154.6
"375",12.5,157.2
"375",13,158.6
"375",13.5,159.7
"375",14,160.5
"375",14.5,160.8
"375",15,161.1
"375",15.5,161.3
"375",16,161.6
"375",16.5,161.9
"375",17,162
"375",17.5,162.1
"375",18,162.1
"376",8,125.6
"376",8.5,128.2
"376",9,130.9
"376",9.5,134.4
"376",10,137.9
"376",10.5,141.6
"376",11,145.4
"376",11.5,149.4
"376",12,153.3
"376",12.5,156.2
"376",13,157.4
"376",13.5,158.1
"376",14,158.9
"376",14.5,159.6
"376",15,159.9
"376",15.5,160.2
"376",16,161
"376",16.5,161.5
"376",17,161.9
"376",17.5,161.8
"376",18,161.6
"377",8,120.9
"377",8.5,123.6
"377",9,126.3
"377",9.5,130.4
"377",10,134.4
"377",10.5,137.7
"377",11,141.3
"377",11.5,144.4
"377",12,147
"377",12.5,149.1
"377",13,150.3
"377",13.5,151
"377",14,151.4
"377",14.5,151.7
"377",15,152
"377",15.5,152.1
"377",16,152.3
"377",16.5,152.6
"377",17,153.2
"377",17.5,153.5
"377",18,153.6
"378",8,130.9
"378",8.5,133.4
"378",9,135.9
"378",9.5,138.8
"378",10,141.7
"378",10.5,144.8
"378",11,148.1
"378",11.5,151.8
"378",12,155.8
"378",12.5,160.4
"378",13,164.8
"378",13.5,168.6
"378",14,171.7
"378",14.5,173.8
"378",15,175
"378",15.5,175.7
"378",16,176.1
"378",16.5,176.5
"378",17,176.9
"378",17.5,177.2
"378",18,177.5
"379",8,130.3
"379",8.5,132.7
"379",9,135
"379",9.5,138.5
"379",10,141.8
"379",10.5,145.1
"379",11,148.1
"379",11.5,150.8
"379",12,153.9
"379",12.5,157.5
"379",13,161.3
"379",13.5,164.5
"379",14,166
"379",14.5,166.7
"379",15,167.4
"379",15.5,167.9
"379",16,168.1
"379",16.5,168.5
"379",17,168.9
"379",17.5,169.4
"379",18,169.8
"380",8,130.3
"380",8.5,132.9
"380",9,135.5
"380",9.5,138.5
"380",10,141.4
"380",10.5,144.4
"380",11,147.6
"380",11.5,151.2
"380",12,154.9
"380",12.5,159
"380",13,163.2
"380",13.5,166
"380",14,168.3
"380",14.5,169.8
"380",15,170.7
"380",15.5,171.5
"380",16,172.1
"380",16.5,172.5
"380",17,172.7
"380",17.5,173.1
"380",18,173.5
"381",8,129.2
"381",8.5,132.8
"381",9,136.5
"381",9.5,138.1
"381",10,139.4
"381",10.5,142.5
"381",11,145.4
"381",11.5,148.6
"381",12,152.2
"381",12.5,155.8
"381",13,158.7
"381",13.5,160.8
"381",14,162.2
"381",14.5,163.1
"381",15,163.7
"381",15.5,164.3
"381",16,164.8
"381",16.5,165.4
"381",17,166
"381",17.5,166.3
"381",18,166.8
"382",8,129.3
"382",8.5,131.6
"382",9,134
"382",9.5,136.9
"382",10,139.7
"382",10.5,142.8
"382",11,146
"382",11.5,149.8
"382",12,153.9
"382",12.5,157.5
"382",13,160.2
"382",13.5,162.4
"382",14,163.8
"382",14.5,164.6
"382",15,165
"382",15.5,165.4
"382",16,165.7
"382",16.5,165.7
"382",17,165.6
"382",17.5,165.9
"382",18,166.2
"383",8,132.1
"383",8.5,135.2
"383",9,138.2
"383",9.5,140.9
"383",10,143.5
"383",10.5,146.8
"383",11,149.6
"383",11.5,152.6
"383",12,155.6
"383",12.5,158.1
"383",13,159.8
"383",13.5,160.7
"383",14,161.3
"383",14.5,161.9
"383",15,162.4
"383",15.5,162.5
"383",16,162.7
"383",16.5,162.8
"383",17,162.6
"383",17.5,162.4
"383",18,162.8
"384",8,136.8
"384",8.5,139.4
"384",9,142
"384",9.5,145
"384",10,148.1
"384",10.5,151.3
"384",11,154.8
